filepath,split
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/658.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/563.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/389.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/325.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/606.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/173.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/668.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/218.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/576.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/662.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/224.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/477.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/224.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/603.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/182.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/445.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/280.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/422.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/786.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/371.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/002.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/602.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/324.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/021.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/055.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/412.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/440.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/027.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/376.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/603.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/200.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/263.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/761.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/023.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/024.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/055.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/358.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/430.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/141.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/277.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/472.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/579.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/472(1).wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/294.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/312.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/064.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/289.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/814.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/667.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/448.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/288.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/247.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/049.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/140.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/134.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/564.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/677.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/641.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/558.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/331.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/561.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/160.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/643.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/302.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/786.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/605.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/522.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/154.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/752.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/522.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/768.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/230.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/590.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/137.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/591.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/797.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/220.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/393.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/599.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/481.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/245.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/282.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/335.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/582.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/720.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/503.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/501.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/445.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/451.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/391.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/794.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/589.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/550.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/413.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/628.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/721.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/466.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/664.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/483.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/761.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/088.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/009.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/561.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/473.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/539.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/440.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/360.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/601.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/124.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/318.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/089.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/480.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/361.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/602.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/374.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/004.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/329.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/707.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/679.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/313.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/237.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/676.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/437.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/512.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/589.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/670.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/695.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/160.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/403.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/842.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/192.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/454.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/038.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/080.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/156.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/623.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/090.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/488.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/312.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/489.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/115.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/357.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/542.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/193.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/099.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/559.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/786.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/310.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/557.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/329.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/318.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/165.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/245.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/008.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/034.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/591.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/234.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/672.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/011.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/684.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/203.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/640.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/369.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/402.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/590.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/613.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/835.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/277.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/603.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/540.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/482.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/140.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/779.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/005.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/545.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/641.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/029.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/017.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/488.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/583.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/121.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/286.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/399.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/263.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/471.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/580.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/624.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/578.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/195.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/419.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/632.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/182.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/877.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/153.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/285.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/051.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/220.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/291.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/559.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/720.wav,train
